learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes)
910100.0,46.862834,2.4331756862584E-6,910100.0,91.2,82.39556368204788,82.50497017892646,82.50497017892646,910100.0,116288.0
910200.0,46.866794,2.4332948180619127E-6,910200.0,91.3,82.60000000000001,82.45967741935485,82.77227722772278,910200.0,116288.0
910300.0,46.870705,2.4334124757597758E-6,910300.0,90.8,81.60154547018051,81.41414141414141,81.56312625250501,910300.0,116288.0
910400.0,46.874578,2.4335289902736658E-6,910400.0,90.60000000000001,81.19796938069312,81.0483870967742,80.65843621399178,910400.0,116288.0
910500.0,46.87855,2.4336484830826434E-6,910500.0,91.5,82.996463264359,82.4016563146998,82.47422680412372,910500.0,116288.0
910600.0,46.88244,2.4337655090209425E-6,910600.0,91.5,83.00135989120872,82.68839103869654,82.89738430583502,910600.0,116288.0
910700.0,46.886366,2.433883617975637E-6,910700.0,91.2,82.38224129922963,82.04081632653062,81.85567010309279,910700.0,116288.0
910800.0,46.890336,2.4340030506170374E-6,910800.0,91.2,82.38026589780554,82.04081632653062,82.07739307535643,910800.0,116288.0
910900.0,46.895728,2.434173196678352E-6,910900.0,89.5,78.95049155614005,78.03347280334728,78.125,910900.0,121976.0
911000.0,46.899759,2.4343009215883E-6,911000.0,88.7,77.37719621378349,76.60455486542443,76.31027253668763,911000.0,122480.0
911100.0,46.904539,2.434460214090836E-6,911100.0,87.3,74.5664276845436,73.37526205450735,74.1869918699187,911100.0,128816.0
911200.0,46.908617,2.4345962898267558E-6,911200.0,86.5,72.95608067501622,71.57894736842105,72.16494845360825,911200.0,128984.0
911300.0,46.912803,2.4347365151262864E-6,911300.0,86.0,71.9474856932177,70.58823529411764,71.13402061855669,911300.0,129488.0
911400.0,46.917069,2.434879976539968E-6,911400.0,85.3,70.54910886011027,69.375,70.24291497975707,911400.0,129992.0
911500.0,46.921336,2.4350238424849923E-6,911500.0,84.39999999999999,68.70636945741659,67.76859504132231,68.0327868852459,911500.0,130328.0
911600.0,46.926317,2.4351983482618216E-6,911600.0,83.1,66.12275989255501,65.43967280163598,65.36885245901638,911600.0,135424.0
911700.0,46.931333,2.435375907319693E-6,911700.0,83.2,66.40752471446395,65.64417177914109,66.39999999999999,911700.0,136832.0
911800.0,46.936398,2.435555421039454E-6,911800.0,82.8,65.59449511921906,64.24116424116423,65.1821862348178,911800.0,137000.0
911900.0,46.941306,2.4357295836756546E-6,911900.0,83.7,67.41277419251652,66.80244399185335,67.00404858299595,911900.0,137168.0
912000.0,46.946176,2.435902821181541E-6,912000.0,84.3,68.61305696830118,68.66267465069859,67.89366053169734,912000.0,137504.0
912100.0,46.950928,2.436072067676311E-6,912100.0,85.7,71.39794065172693,71.7948717948718,70.020964360587,912100.0,137672.0
912200.0,46.95598,2.436251998924539E-6,912200.0,86.0,71.98117134714528,72.81553398058253,70.95435684647302,912200.0,137672.0
912300.0,46.960749,2.4364222654265584E-6,912300.0,85.39999999999999,70.79591142759986,72.08413001912045,70.38539553752535,912300.0,138008.0
912400.0,46.965616,2.4365962423280633E-6,912400.0,86.5,72.99027649953983,74.08829174664108,72.67206477732793,912400.0,138176.0
912500.0,46.972001,2.4368333224621006E-6,912500.0,86.4,72.77211864949709,73.79576107899807,72.46963562753037,912500.0,143528.0
912600.0,46.97708,2.4370225720024694E-6,912600.0,87.2,74.29512410635391,74.80314960629921,73.22175732217573,912600.0,144032.0
912700.0,46.982146,2.437211777501628E-6,912700.0,86.6,73.09020804883926,73.57001972386587,71.24463519313305,912700.0,144368.0
912800.0,46.987355,2.4374065501718808E-6,912800.0,86.7,73.30003533228407,73.97260273972603,71.94092827004219,912800.0,144536.0
912900.0,46.992416,2.4375968886891095E-6,912900.0,86.1,72.16548520165004,72.63779527559055,71.63265306122449,912900.0,145376.0
913000.0,46.998333,2.437817608016639E-6,913000.0,85.0,70.01343398157624,69.75806451612902,69.8189134808853,913000.0,144192.0
913100.0,47.00426,2.4380491392066005E-6,913100.0,83.6,67.20590293747125,67.06827309236947,67.58893280632411,913100.0,151000.0
913200.0,47.010255,2.4382937736705695E-6,913200.0,83.5,66.9973597887831,66.04938271604938,67.39130434782608,913200.0,157736.0
913300.0,47.015647,2.438515207939256E-6,913300.0,84.0,67.90757381258022,66.3157894736842,67.0103092783505,913300.0,158744.0
913400.0,47.022392,2.4388027176074605E-6,913400.0,82.8,65.46073769438374,63.247863247863236,64.24116424116423,913400.0,164768.0
913500.0,47.028321,2.439056475524679E-6,913500.0,83.39999999999999,66.62055208802522,64.68085106382978,65.1991614255765,913500.0,165440.0
913600.0,47.034319,2.439313968653886E-6,913600.0,83.2,66.33212556513931,64.92693110647181,65.78411405295314,913600.0,165944.0
913700.0,47.038945,2.439420651692061E-6,913700.0,83.7,67.34199939091826,66.18257261410787,66.93711967545639,913700.0,89144.0
913800.0,47.041639,2.4394827796870555E-6,913800.0,84.3,68.5115805180948,67.7618069815195,67.7618069815195,913800.0,89144.0
913900.0,47.044419,2.4395468909810735E-6,913900.0,85.0,69.84948864732745,68.94409937888199,68.6847599164927,913900.0,89144.0
914000.0,47.047245,2.439612063109453E-6,914000.0,85.9,71.61264344674854,71.7434869739479,70.56367432150313,914000.0,89144.0
914100.0,47.05144,2.4397146148462185E-6,914100.0,86.8,73.43668876251192,73.91304347826086,72.09302325581395,914100.0,94496.0
914200.0,47.054468,2.4397896907043875E-6,914200.0,85.6,71.08027232743558,71.65354330708661,69.68421052631578,914200.0,95840.0
914300.0,47.057498,2.439865211217346E-6,914300.0,85.2,70.27969219400131,71.20622568093384,69.0376569037657,914300.0,96344.0
914400.0,47.060596,2.4399425612245093E-6,914400.0,85.7,71.30588329721486,72.60536398467433,70.20833333333333,914400.0,96512.0
914500.0,47.063772,2.440022134782946E-6,914500.0,85.6,71.18144084790605,72.2007722007722,70.79107505070994,914500.0,96848.0
914600.0,47.066851,2.4400992780406367E-6,914600.0,86.0,71.98924386964595,72.54901960784314,71.65991902834008,914600.0,96848.0
914700.0,47.069976,2.4401777096299586E-6,914700.0,85.6,71.18305563671439,72.2007722007722,70.79107505070994,914700.0,97016.0
914800.0,47.073188,2.4402586039528177E-6,914800.0,84.89999999999999,69.79565057368261,70.33398821218074,69.4331983805668,914800.0,97352.0
914900.0,47.076307,2.4403371560676985E-6,914900.0,83.5,67.00791809965607,67.39130434782608,66.73387096774192,914900.0,97352.0
915000.0,47.079431,2.4404158341077392E-6,915000.0,84.0,67.99692770505968,67.87148594377508,67.21311475409836,915000.0,97352.0
915100.0,47.082536,2.4404940336321716E-6,915100.0,83.7,67.4109499208266,66.73469387755101,66.86991869918698,915100.0,97352.0
915200.0,47.085562,2.4405702435390744E-6,915200.0,85.0,70.0,69.45010183299388,69.51219512195121,915200.0,97352.0
915300.0,47.088652,2.4406481995847416E-6,915300.0,85.3,70.61199030795436,70.061099796334,70.65868263473052,915300.0,97520.0
915400.0,47.091838,2.440728716034849E-6,915400.0,85.2,70.41656672263532,69.97971602434076,70.57654075546719,915400.0,97688.0
915500.0,47.095034,2.440809624108168E-6,915500.0,85.6,71.21393245669096,71.08433734939759,70.61224489795917,915500.0,97856.0
915600.0,47.098115,2.4408876209085112E-6,915600.0,85.0,70.01918771985929,70.23809523809523,69.57403651115618,915600.0,97856.0
915700.0,47.101324,2.440968858082254E-6,915700.0,85.8,71.61135545781687,70.90163934426229,71.88118811881188,915700.0,97856.0
915800.0,47.104441,2.441047766237616E-6,915800.0,85.6,71.21473805411628,70.67209775967413,71.2,915800.0,97856.0
915900.0,47.107503,2.4411252820450328E-6,915900.0,86.9,73.80461038857162,73.95626242544732,73.58870967741935,915900.0,97856.0
916000.0,47.112024,2.4412463856509093E-6,916000.0,86.2,72.40220782337413,72.39999999999999,72.12121212121212,916000.0,103544.0
916100.0,47.115244,2.441333479171405E-6,916100.0,85.2,70.39621071497152,70.92337917485266,69.97971602434076,916100.0,104552.0
916200.0,47.118612,2.441424868506269E-6,916200.0,83.39999999999999,66.80597492451358,67.32283464566929,66.05316973415131,916200.0,104888.0
916300.0,47.121907,2.441514563428024E-6,916300.0,83.2,66.39798387903274,66.19718309859154,65.43209876543209,916300.0,105224.0
916400.0,47.125491,2.4416121253702308E-6,916400.0,83.0,66.00978918071596,65.0924024640657,65.23517382413087,916400.0,105224.0
916500.0,47.129002,2.441707852735281E-6,916500.0,82.69999999999999,65.42130047890498,64.97975708502022,64.97975708502022,916500.0,105392.0
916600.0,47.13251,2.441803650769088E-6,916600.0,83.5,67.01715108143765,67.13147410358566,66.39511201629327,916600.0,105560.0
916700.0,47.136036,2.4419002468470005E-6,916700.0,82.8,65.60894167516444,67.04980842911877,64.75409836065573,916700.0,105896.0
916800.0,47.139485,2.441994733481351E-6,916800.0,83.3,66.59091272826207,68.06883365200764,65.49586776859503,916800.0,105896.0
916900.0,47.14305,2.442092552919762E-6,916900.0,83.1,66.18160279191879,68.11320754716981,65.08264462809916,916900.0,106064.0
917000.0,47.148084,2.442237358194666E-6,917000.0,83.3,66.57111744547288,68.60902255639097,64.98951781970649,917000.0,111192.0
917100.0,47.151783,2.4423449405365453E-6,917100.0,83.8,67.50576672349814,69.37618147448015,66.0377358490566,917100.0,112424.0
917200.0,47.155293,2.4424476361729964E-6,917200.0,84.89999999999999,69.66043801486839,71.93308550185871,68.21052631578947,917200.0,113096.0
917300.0,47.158686,2.442547203552799E-6,917300.0,83.5,66.80294226528673,69.78021978021977,65.04237288135593,917300.0,113432.0
917400.0,47.162325,2.4426543061021233E-6,917400.0,83.7,67.19661903803582,70.63063063063063,65.68421052631578,917400.0,113768.0
917500.0,47.165982,2.442761938424981E-6,917500.0,83.8,67.33660236144267,69.99999999999999,65.6779661016949,917500.0,113768.0
917600.0,47.169687,2.442870983477261E-6,917600.0,82.6,64.89330793814766,66.85714285714285,63.13559322033897,917600.0,113768.0
917700.0,47.173404,2.442980704806324E-6,917700.0,82.5,64.70521798057375,66.34615384615384,62.84501061571124,917700.0,114104.0
917800.0,47.177138,2.4430909279547562E-6,917800.0,82.5,64.8235549516374,66.41074856046065,63.61746361746361,917800.0,114104.0
917900.0,47.180777,2.4431983468184798E-6,917900.0,81.89999999999999,63.619260486094916,64.85436893203882,62.44813278008298,917900.0,114104.0
918000.0,47.184627,2.443311994146135E-6,918000.0,81.0,61.89437119695798,62.962962962962976,61.14519427402863,918000.0,114104.0
918100.0,47.188571,2.4434284162397115E-6,918100.0,81.69999999999999,63.28545060589037,63.61829025844929,62.268041237113394,918100.0,114104.0
918200.0,47.192528,2.4435453940555384E-6,918200.0,82.6,65.16655989750159,65.19999999999999,64.77732793522266,918200.0,114272.0
918300.0,47.196463,2.4436618925237754E-6,918300.0,84.2,68.29855537720705,67.68916155419222,67.35537190082644,918300.0,114440.0
918400.0,47.200562,2.4437836026276085E-6,918400.0,84.89999999999999,69.71763195892828,69.24643584521385,68.73706004140786,918400.0,114776.0
918500.0,47.204572,2.443902844368577E-6,918500.0,85.1,70.14482764148146,70.02012072434607,69.34156378600822,918500.0,114944.0
918600.0,47.208465,2.4440187761829063E-6,918600.0,86.4,72.75258950573999,72.74549098196393,71.95876288659794,918600.0,115112.0
918700.0,47.212305,2.4441331296807293E-6,918700.0,86.7,73.35843916509755,73.02231237322515,72.68993839835728,918700.0,115112.0
918800.0,47.216288,2.444251741655164E-6,918800.0,87.0,73.94330062215381,73.25102880658436,73.14049586776859,918800.0,115112.0
918900.0,47.220198,2.444368179721958E-6,918900.0,87.8,75.56951074941527,74.63617463617463,75.0,918900.0,115112.0
919000.0,47.224169,2.444486434341712E-6,919000.0,89.1,78.19633698461342,77.19665271966527,78.0241935483871,919000.0,115112.0
919100.0,47.228617,2.4446187004922925E-6,919100.0,89.4,78.80890026189002,77.63713080168777,78.36734693877551,919100.0,114944.0
919200.0,47.232389,2.44473086504265E-6,919200.0,89.8,79.60293717704651,78.38983050847457,78.70563674321504,919200.0,114944.0
919300.0,47.236272,2.4448463302995528E-6,919300.0,90.2,80.39458890653822,79.41176470588236,80.0,919300.0,114944.0
919400.0,47.240095,2.4449600113907556E-6,919400.0,89.9,79.81259693950975,78.8702928870293,79.47154471544717,919400.0,114944.0
919500.0,47.244683,2.4450964405946365E-6,919500.0,90.2,80.41535436218007,79.91803278688525,80.20202020202021,919500.0,114944.0
919600.0,47.248298,2.445203936578078E-6,919600.0,90.2,80.41128310093386,80.4,80.12170385395538,919600.0,114944.0
919700.0,47.252117,2.4453176647052102E-6,919700.0,90.5,81.00683753848615,81.22529644268775,80.61224489795919,919700.0,115112.0
919800.0,47.255785,2.4454268961192767E-6,919800.0,91.0,82.00554229297377,82.45614035087719,81.9277108433735,919800.0,115112.0
919900.0,47.259488,2.445536847940329E-6,919900.0,91.3,82.60389672713313,83.10679611650487,82.3529411764706,919900.0,114776.0
920000.0,47.263142,2.4456455036314757E-6,920000.0,91.0,82.0,82.5242718446602,81.55737704918033,920000.0,114944.0
920100.0,47.26679,2.4457539809060524E-6,920100.0,90.7,81.40163665597429,82.18390804597702,80.82474226804123,920100.0,114944.0
920200.0,47.270764,2.4458724975813524E-6,920200.0,90.10000000000001,80.20348418678313,80.96153846153847,79.58762886597938,920200.0,115280.0
920300.0,47.274459,2.445983014816618E-6,920300.0,89.5,78.99596722570735,80.48327137546468,78.52760736196319,920300.0,115616.0
920400.0,47.278134,2.4460929338530463E-6,920400.0,89.3,78.60359459610785,79.88721804511277,77.93814432989691,920400.0,115616.0
920500.0,47.281846,2.446203959557324E-6,920500.0,89.5,79.00285561163682,79.4921875,77.89473684210526,920500.0,115616.0
920600.0,47.285448,2.4463115386188786E-6,920600.0,89.2,78.40760052461533,78.65612648221344,77.02127659574468,920600.0,115448.0
920700.0,47.289124,2.4464213277999654E-6,920700.0,89.3,78.61539691422178,78.42741935483872,77.70833333333333,920700.0,115448.0
920800.0,47.292886,2.4465336854983462E-6,920800.0,87.9,75.80812846883447,75.75150300601202,74.3099787685775,920800.0,115448.0
920900.0,47.296469,2.4466406970967775E-6,920900.0,87.7,75.41180233487927,75.64356435643565,73.71794871794872,920900.0,115448.0
921000.0,47.300223,2.4467529790186146E-6,921000.0,87.9,75.80290365156182,76.18110236220473,73.9784946236559,921000.0,115616.0
921100.0,47.30391,2.4468634172177078E-6,921100.0,88.2,76.39745092469987,76.49402390438247,75.10548523206751,921100.0,115784.0
921200.0,47.307739,2.4469782752150393E-6,921200.0,88.3,76.61066553651536,76.26774847870182,75.82644628099173,921200.0,115952.0
921300.0,47.311617,2.4470946030587716E-6,921300.0,88.8,77.6039417062597,76.85950413223141,76.85950413223141,921300.0,115952.0
921400.0,47.315511,2.447211410852349E-6,921400.0,89.3,78.61197729271609,77.98353909465021,77.70833333333333,921400.0,115952.0
921500.0,47.31925,2.447323569131801E-6,921500.0,89.1,78.21150432571604,78.06841046277665,77.6639344262295,921500.0,115952.0
921600.0,47.322885,2.447432607737259E-6,921600.0,89.5,79.00822877432047,78.95791583166333,78.70182555780933,921600.0,115952.0
921700.0,47.3266,2.4475440460919435E-6,921700.0,89.7,79.40197741016863,79.48207171314742,78.36134453781513,921700.0,115952.0
921800.0,47.331809,2.4477069729400932E-6,921800.0,90.3,80.60806704410966,80.36437246963564,80.08213552361397,921800.0,120904.0
921900.0,47.335546,2.447825057432048E-6,921900.0,89.4,78.80813767513276,78.00829875518673,78.27868852459017,921900.0,122144.0
922000.0,47.339177,2.4479401080765583E-6,922000.0,88.6,77.20027359671684,76.29937629937629,77.06237424547284,922000.0,122480.0
922100.0,47.342734,2.4480529685753014E-6,922100.0,89.0,77.999911999648,77.50511247443764,78.38899803536346,922100.0,122648.0
922200.0,47.346372,2.4481683991331946E-6,922200.0,88.8,77.60000000000001,77.41935483870968,77.60000000000001,922200.0,122648.0
922300.0,47.350047,2.4482854828341894E-6,922300.0,89.1,78.2,77.5257731958763,78.33001988071571,922300.0,123152.0
922400.0,47.353522,2.448396194633089E-6,922400.0,88.4,76.79805103628705,75.98343685300208,77.02970297029704,922400.0,123152.0
922500.0,47.357446,2.448521211352192E-6,922500.0,88.2,76.38630405635269,75.41666666666667,76.44710578842316,922500.0,123152.0
922600.0,47.361491,2.4486502588747205E-6,922600.0,87.9,75.80251653828002,74.73903966597078,75.55555555555556,922600.0,123320.0
922700.0,47.365358,2.44877379573467E-6,922700.0,87.2,74.41238440594752,73.38877338877339,74.34869739478958,922700.0,123488.0
922800.0,47.369251,2.4488985015948542E-6,922800.0,87.2,74.39631306908196,74.14141414141415,73.77049180327869,922800.0,123824.0
922900.0,47.373049,2.449020494421316E-6,922900.0,87.5,75.01539051944003,74.38524590163934,74.48979591836735,922900.0,124160.0
923000.0,47.376769,2.4491401435434746E-6,923000.0,88.2,76.40226538252328,75.7201646090535,75.6701030927835,923000.0,124328.0
923100.0,47.380723,2.449267318981382E-6,923100.0,87.6,75.20119034286354,74.43298969072166,73.89473684210526,923100.0,124328.0
923200.0,47.3847,2.4493954070326283E-6,923200.0,87.7,75.39980319842559,74.89795918367346,74.48132780082987,923200.0,124496.0
923300.0,47.388729,2.4495251698584947E-6,923300.0,87.4,74.77174435367611,74.49392712550608,72.96137339055794,923300.0,124496.0
923400.0,47.3927,2.4496530646665154E-6,923400.0,88.0,75.93222514601116,75.95190380761522,73.96963123644251,923400.0,124496.0
923500.0,47.396613,2.4497790914566904E-6,923500.0,88.5,76.89278251085034,77.04590818363273,75.21551724137932,923500.0,124496.0
923600.0,47.400568,2.4499064709494435E-6,923600.0,88.3,76.55949480702654,76.41129032258065,75.77639751552795,923600.0,124496.0
923700.0,47.40579,2.450082568046112E-6,923700.0,88.5,76.95797133972366,76.72064777327935,76.04166666666666,923700.0,130352.0
923800.0,47.409786,2.4502178427990866E-6,923800.0,88.0,75.96529388436903,75.40983606557377,75.20661157024794,923800.0,130856.0
923900.0,47.413666,2.4503493592888044E-6,923900.0,87.7,75.38917123534355,75.64356435643565,74.74332648870636,923900.0,131024.0
924000.0,47.417711,2.4504869960269093E-6,924000.0,87.9,75.7936095129114,76.13412228796844,75.15400410677618,924000.0,131528.0
924100.0,47.421729,2.450623888681739E-6,924100.0,87.4,74.80211662220373,75.19685039370079,73.96694214876032,924100.0,131696.0
924200.0,47.425675,2.4507583283074127E-6,924200.0,86.2,72.40298047810836,72.78106508875739,71.36929460580913,924200.0,131696.0
924300.0,47.430951,2.450946073716292E-6,924300.0,86.0,72.0023518024486,72.05588822355288,71.42857142857143,924300.0,137552.0
924400.0,47.434955,2.4510894253622254E-6,924400.0,84.89999999999999,69.8062802936989,69.4331983805668,69.30894308943088,924400.0,138392.0
924500.0,47.439072,2.4512368226465177E-6,924500.0,83.8,67.6,67.27272727272727,66.59793814432989,924500.0,138392.0
924600.0,47.444075,2.4514245760337273E-6,924600.0,83.0,66.01087651951374,66.53543307086613,64.58333333333333,924600.0,145064.0
924700.0,47.448919,2.4516065729719822E-6,924700.0,82.69999999999999,65.39197093725744,66.40776699029125,64.54918032786884,924700.0,145232.0
924800.0,47.454444,2.4518136759329925E-6,924800.0,82.5,64.99999999999999,66.28131021194605,63.69294605809127,924800.0,144896.0
924900.0,47.459338,2.4519984022589946E-6,924900.0,82.8,65.6099043475479,65.87301587301586,63.247863247863236,924900.0,145904.0
925000.0,47.464109,2.4521786932481583E-6,925000.0,82.6,65.2104368689393,65.33864541832668,62.899786780383785,925000.0,146072.0
925100.0,47.469022,2.4523649908477985E-6,925100.0,82.8,65.6022014591066,66.14173228346456,63.94129979035639,925100.0,146576.0
925200.0,47.473832,2.4525473827578878E-6,925200.0,83.89999999999999,67.8,68.11881188118811,66.24737945492662,925200.0,146576.0
925300.0,47.478763,2.4527343629052162E-6,925300.0,84.0,67.99180590231099,68.503937007874,66.66666666666666,925300.0,146576.0
925400.0,47.483725,2.4529229498654525E-6,925400.0,84.8,69.59379713461546,70.37037037037037,68.33333333333333,925400.0,146912.0
925500.0,47.488486,2.4531038975715557E-6,925500.0,85.39999999999999,70.8017518948863,71.37254901960785,70.14314928425357,925500.0,146912.0
925600.0,47.493449,2.4532929539390657E-6,925600.0,86.6,73.20482313183628,73.25349301397206,72.31404958677685,925600.0,147248.0
925700.0,47.498355,2.453480052219489E-6,925700.0,86.5,72.99481500448086,72.44897959183673,71.99170124481327,925700.0,147416.0
925800.0,47.50344,2.4536741979585675E-6,925800.0,87.4,74.78789819113175,73.8045738045738,73.91304347826086,925800.0,147584.0
925900.0,47.508216,2.4538565460509648E-6,925900.0,87.4,74.8,73.91304347826086,74.49392712550608,925900.0,147584.0
926000.0,47.513314,2.454051188131166E-6,926000.0,86.8,73.6088674205467,73.06122448979592,72.55717255717255,926000.0,147584.0
926100.0,47.519573,2.4542984476354313E-6,926100.0,86.6,73.21028724969611,72.19917012448133,71.54989384288747,926100.0,152704.0
926200.0,47.524578,2.454497773877027E-6,926200.0,86.4,72.80707016175793,72.07392197125256,71.06382978723403,926200.0,153944.0
926300.0,47.529557,2.4546967138453417E-6,926300.0,86.6,73.20117914811748,72.8744939271255,71.18279569892472,926300.0,154448.0
926400.0,47.534622,2.4548993101467614E-6,926400.0,86.5,72.99978399827198,72.44897959183673,71.81628392484342,926400.0,154616.0
926500.0,47.53976,2.455105273007511E-6,926500.0,86.6,73.19914237255591,72.59713701431492,71.67019027484145,926500.0,154952.0
926600.0,47.544596,2.4552993400187878E-6,926600.0,86.0,71.97814295150216,71.42857142857143,69.82758620689654,926600.0,155120.0
926700.0,47.549631,2.455502268150441E-6,926700.0,85.6,71.19942398847977,71.25748502994011,69.03225806451613,926700.0,155792.0
926800.0,47.554732,2.455707856313214E-6,926800.0,85.2,70.37689397730229,70.98039215686273,67.75599128540304,926800.0,155792.0
926900.0,47.559733,2.4559098488299303E-6,926900.0,86.0,71.9910371318822,72.16699801192843,70.02141327623126,926900.0,156128.0
927000.0,47.564662,2.4561091474588466E-6,927000.0,86.4,72.8,72.85429141716565,71.30801687763713,927000.0,156296.0
927100.0,47.569619,2.456309793676345E-6,927100.0,86.9,73.8,74.0079365079365,72.53668763102725,927100.0,156464.0
927200.0,47.574415,2.4565039230407034E-6,927200.0,87.0,73.99667157396146,73.68421052631578,72.63157894736841,927200.0,156464.0
927300.0,47.58012,2.456644628259035E-6,927300.0,85.2,70.39905276968864,69.60985626283367,69.23076923076923,927300.0,95336.0
927400.0,47.583043,2.4567173548373833E-6,927400.0,84.6,69.20554300225959,67.57894736842105,67.3036093418259,927400.0,96176.0
927500.0,47.586058,2.45679237044933E-6,927500.0,83.6,67.20118075749272,65.76200417536533,65.69037656903764,927500.0,96176.0
927600.0,47.589099,2.456868429463349E-6,927600.0,83.1,66.1688753653361,64.86486486486486,64.93775933609957,927600.0,96680.0
927700.0,47.592008,2.456941187000929E-6,927700.0,83.89999999999999,67.76776776776777,65.67164179104476,65.96194503171246,927700.0,96680.0
927800.0,47.59502,2.457016520690579E-6,927800.0,84.1,68.16179415298357,65.95289079229121,66.38477801268499,927800.0,96680.0
927900.0,47.598101,2.457093981868683E-6,927900.0,84.0,67.92095723863599,66.17336152219873,65.95744680851064,927900.0,97184.0
928000.0,47.601203,2.4571719710197634E-6,928000.0,84.0,67.89211751484989,66.66666666666666,65.95744680851064,928000.0,97184.0
928100.0,47.604089,2.4572445295916585E-6,928100.0,84.3,68.46705711278751,67.0859538784067,66.38115631691647,928100.0,97184.0
928200.0,47.607179,2.457322217043895E-6,928200.0,84.39999999999999,68.70197458439833,67.83505154639174,66.80851063829788,928200.0,97184.0
928300.0,47.610088,2.457395353871907E-6,928300.0,86.0,71.88484030589292,71.37014314928425,70.14925373134328,928300.0,97184.0
928400.0,47.613105,2.4574712059895117E-6,928400.0,87.4,74.74271648097887,75.09881422924902,73.69519832985387,928400.0,97184.0
928500.0,47.61609,2.4575463833101013E-6,928500.0,88.4,76.73215095217655,77.12031558185404,75.47568710359408,928500.0,97352.0
928600.0,47.619001,2.4576198234553886E-6,928600.0,89.7,79.34729429504095,78.9795918367347,78.4518828451883,928600.0,97520.0
928700.0,47.621969,2.4576948306192047E-6,928700.0,89.5,78.95909648356405,78.83064516129032,78.21576763485477,928700.0,97688.0
928800.0,47.624958,2.4577703684940854E-6,928800.0,90.0,79.99679948791807,79.7979797979798,79.83870967741936,928800.0,97688.0
928900.0,47.628072,2.457849065363399E-6,928900.0,89.7,79.38713757384609,79.56349206349206,78.76288659793815,928900.0,97688.0
929000.0,47.63121,2.457928368759644E-6,929000.0,89.9,79.79854549527566,79.5959595959596,79.63709677419355,929000.0,97688.0
929100.0,47.634622,2.4580145966716857E-6,929100.0,90.10000000000001,80.19286943299588,79.95951417004049,79.79591836734694,929100.0,97688.0
929200.0,47.638963,2.4581303126323474E-6,929200.0,90.2,80.39898074699884,79.83539094650206,80.04073319755601,929200.0,103040.0
929300.0,47.642045,2.4582132717263286E-6,929300.0,89.3,78.58766649590164,77.52100840336135,77.70833333333333,929300.0,104048.0
929400.0,47.645195,2.4582984719094223E-6,929400.0,87.9,75.67154576162136,74.63312368972747,73.46491228070175,929400.0,104552.0
929500.0,47.648482,2.458387806200311E-6,929500.0,87.6,75.0670575508612,73.72881355932203,72.92576419213974,929500.0,105056.0
929600.0,47.749181,2.461124609899182E-6,929600.0,86.7,73.26074194404458,72.68993839835728,70.96069868995633,929600.0,105056.0
929700.0,47.753475,2.46124131249884E-6,929700.0,86.7,73.27127445778872,72.40663900414937,71.14967462039046,929700.0,105056.0
929800.0,47.759416,2.4614035519853984E-6,929800.0,85.9,71.53125504764981,70.12711864406779,68.5968819599109,929800.0,105560.0
929900.0,47.763079,2.461503582828567E-6,929900.0,85.3,70.41467754011124,69.11764705882352,68.18181818181817,929900.0,105560.0
930000.0,47.76693,2.461609249773117E-6,930000.0,85.1,69.98872059297453,68.69747899159663,67.53812636165577,930000.0,106064.0
930100.0,47.771961,2.461754916260632E-6,930100.0,84.39999999999999,68.66526062066886,67.76859504132231,66.66666666666666,930100.0,111920.0
930200.0,47.776581,2.461889686708641E-6,930200.0,83.8,67.42998451919017,67.13995943204868,65.38461538461537,930200.0,112760.0
930300.0,47.780339,2.4619994750039364E-6,930300.0,83.8,67.54391588665213,67.92079207920791,66.80327868852459,930300.0,112928.0
930400.0,47.783886,2.4621035615044253E-6,930400.0,83.5,67.02637889688249,67.51968503937007,67.06586826347305,930400.0,113432.0
930500.0,47.787282,2.4622035121110498E-6,930500.0,82.39999999999999,64.8315109661743,65.8252427184466,64.72945891783566,930500.0,113768.0
930600.0,47.791716,2.4623410881745236E-6,930600.0,82.5,65.03021389519455,65.61886051080549,64.35845213849286,930600.0,119936.0
930700.0,47.797203,2.4625203641876495E-6,930700.0,82.0,63.98501776739123,65.3179190751445,63.34012219959265,930700.0,126296.0
930800.0,47.801606,2.4626651796243172E-6,930800.0,82.0,63.95501585979302,65.18375241779496,64.21471172962225,930800.0,127136.0
930900.0,47.807407,2.462846466944441E-6,930900.0,82.19999999999999,64.3543735982057,65.02946954813359,64.47105788423153,930900.0,120800.0
931000.0,47.813197,2.4630281654331336E-6,931000.0,82.69999999999999,65.35287991668667,66.21093749999999,65.26104417670682,931000.0,121304.0
931100.0,47.817765,2.463171515812468E-6,931100.0,83.2,66.3565326401711,66.33266533066131,66.53386454183267,931100.0,121304.0
931200.0,47.821629,2.463292941600076E-6,931200.0,83.7,67.35037256630078,66.86991869918698,67.39999999999999,931200.0,121472.0
931300.0,47.825262,2.4634074240301965E-6,931300.0,84.2,68.38748144265128,68.0161943319838,68.27309236947791,931300.0,121808.0
931400.0,47.828881,2.463521779870813E-6,931400.0,85.2,70.40130234269691,69.48453608247422,70.45908183632734,931400.0,122144.0
